# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexing.writer_0.totalTimeSpentWritingMs,1788936957051000000,1788937017071000000,0
Indexing.writesQueuedMax,1788936957051000000,1788937017071000000,0
Indexing.cache.totalCacheMisses,1788936957051000000,1788937017071000000,0
Indexing.cache.totalCacheAccesses,1788936957051000000,1788937017071000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1788936957051000000,1788937017071000000,0
Indexing.cache.totalCacheEvicted,1788936957051000000,1788937017071000000,0
Indexing.totalTimeIndexersSleptMs,1788936957051000000,1788937017071000000,0
Indexing.writesQueuedAvg,1788936957051000000,1788937017071000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1788936957051000000,1788937017071000000,0
FilePageCache.WAL.flushesForcedByOverflow,1788936957051000000,1788937017071000000,0
MappedFileStorage.storages,1788936957051000000,1788937017071000000,8
StorageLockContext.competingThreads.90P,1788936957051000000,1788937017071000000,0
FilePageCache.pageFastCacheHits,1788936957051000000,1788937017071000000,21841
DirectByteBufferAllocator.reclaimed,1788936957051000000,1788937017071000000,5
FilePageCache.WAL.bytesCopiedByApplyUnfinished,1788936957051000000,1788937017071000000,0
FilePageCache.totalBytesStored,1788936957051000000,1788937017071000000,1303616
StreamlinedBlobStorage.recordsAllocated,1788936957051000000,1788937017071000000,0
DirectByteBufferAllocator.hits,1788936957051000000,1788937017071000000,5
StorageLockContext.competingThreads.max,1788936957051000000,1788937017071000000,2
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1788936957051000000,1788937017071000000,0
FilePageCache.WAL.entriesFlushed,1788936957051000000,1788937017071000000,256
FilePageCache.totalPageStoresUs,1788936957051000000,1788937017071000000,89457
DirectByteBufferAllocator.misses,1788936957051000000,1788937017071000000,310
FilePageCache.WAL.entriesFlushedOnRead,1788936957051000000,1788937017071000000,17
MappedFileStorage.totalBytesMapped,1788936957051000000,1788937017071000000,232783872
FilePageCache.pageHits,1788936957051000000,1788937017071000000,0
FilePageCache.capacityInBytes,1788936957051000000,1788937017071000000,629145600
MappedFileStorage.totalPagesMapped,1788936957051000000,1788937017071000000,8
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1788936957051000000,1788937017071000000,0
FilePageCache.totalPageDisposalsUs,1788936957051000000,1788937017071000000,1690
StreamlinedBlobStorage.recordsRelocated,1788936957051000000,1788937017071000000,0
FilePageCache.totalPageLoadsUs,1788936957051000000,1788937017071000000,263827
FilePageCache.WAL.entriesFlushedOnForce,1788936957051000000,1788937017071000000,0
FilePageCache.pageLoads,1788936957051000000,1788937017071000000,315
FileChannelInterruptsRetryer.totalRetriedAttempts,1788936957051000000,1788937017071000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1788936957051000000,1788937017071000000,0
FilePageCache.WAL.entriesFlushedOnClose,1788936957051000000,1788937017071000000,0
FilePageCache.disposedBuffers,1788936957051000000,1788937017071000000,5
FilePageCache.uncachedFileAccess,1788936957051000000,1788937017071000000,800
FilePageCache.WAL.bytesQueued,1788936957051000000,1788937017071000000,524416
StorageLockContext.competingThreads.avg,1788936957051000000,1788937017071000000,0.02564102564102564
DirectByteBufferAllocator.disposed,1788936957051000000,1788937017071000000,0
FilePageCache.maxCacheSizeInBytes,1788936957051000000,1788937017071000000,322977792
MappedFileStorage.totalTimeSpentOnMappingUs,1788936957051000000,1788937017071000000,178836
StreamlinedBlobStorage.recordsDeleted,1788936957051000000,1788937017071000000,0
FilePageCache.WAL.entriesFlushedOnTruncate,1788936957051000000,1788937017071000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1788936957051000000,1788937017071000000,322977792
FilePageCache.pageLoadsAboveSizeThreshold,1788936957051000000,1788937017071000000,0
FilePageCache.maxRegisteredFiles,1788936957051000000,1788937017071000000,867
cacheStateStorage.set.counter,1788936957051000000,1788937017071000000,1
cacheStateStorage.get.counter,1788936957051000000,1788937017071000000,4
cacheStateStorage.get.duration,1788936957051000000,1788937017071000000,0
cacheStateStorage.set.duration,1788936957051000000,1788937017071000000,14
jps.global.initialize.library.bridges.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1788936957051000000,1788937017071000000,0
jps.app.storage.content.reader.load.component.ms,1788936957051000000,1788937017071000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1788936957051000000,1788937017071000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.instances.count,1788936957051000000,1788937017071000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1788936957051000000,1788937017071000000,0
workspaceModel.global.updates.ms,1788936957051000000,1788937017071000000,0
jps.load.initial.state.ms,1788936957051000000,1788937017071000000,36
workspaceModel.mutableEntityStorage.add.entity.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1788936957051000000,1788937017071000000,0
workspaceModel.load.cache.metadata.from.file.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1788936957051000000,1788937017071000000,0
jps.global.get.library.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.entities.ms,1788936957051000000,1788937017071000000,3
workspaceModel.mutableEntityStorage.to.snapshot.ms,1788936957051000000,1788937017071000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1788936957051000000,1788937017071000000,0
jps.global.get.libraries.ms,1788936957051000000,1788937017071000000,0
jps.global.handle.before.change.events.ms,1788936957051000000,1788937017071000000,0
jps.global.handle.changed.events.ms,1788936957051000000,1788937017071000000,0
workspaceModel.save.cache.to.file.ms,1788936957051000000,1788937017071000000,0
jps.global.initialize.library.bridges.after.loading.ms,1788936957051000000,1788937017071000000,3
jps.library.entities.serializer.save.entities.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1788936957051000000,1788937017071000000,0
workspaceModel.load.cache.from.file.ms,1788936957051000000,1788937017071000000,0
jps.save.global.entities.ms,1788936957051000000,1788937017071000000,128
workspaceModel.mutableEntityStorage.hasReferrers.ms,1788936957051000000,1788937017071000000,0
jps.library.entities.serializer.load.entities.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1788936957051000000,1788937017071000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1788936957051000000,1788937017071000000,0
workspaceModel.global.updates.count,1788936957051000000,1788937017071000000,0
workspaceModel.sync.entities.ms,1788936957051000000,1788937017071000000,0
workspaceModel.global.apply.state.to.project.ms,1788936957051000000,1788937017071000000,0
jps.global.get.library.by.name.ms,1788936957051000000,1788937017071000000,0
jps.app.storage.content.writer.save.component.ms,1788936957051000000,1788937017071000000,3
workspaceModel.entityStorageSnapshotImpl.instances.count,1788936957051000000,1788937017071000000,2
FlushQueue.waitingTime90PNs,1788937017071000000,1788937077070000000,1916927
ReadAction.executionsCount,1788937017071000000,1788937077070000000,104
FlushQueue.executionTime90PNs,1788937017071000000,1788937077070000000,1507327
FlushQueue.queueSize90P,1788937017071000000,1788937077070000000,2
FlushQueue.queueSizeMax,1788937017071000000,1788937077070000000,3
AWTEventQueue.dispatchTime90PNs,1788937017071000000,1788937077070000000,921599
FlushQueue.queueSizeAvg,1788937017071000000,1788937077070000000,0.5208333333333334
FlushQueue.waitingTimeMaxNs,1788937017071000000,1788937077070000000,381681663
WriteAction.executionsCount,1788937017071000000,1788937077070000000,0
AWTEventQueue.dispatchTimeMaxNs,1788937017071000000,1788937077070000000,352321535
FlushQueue.tasksExecuted,1788937017071000000,1788937077070000000,96
FlushQueue.executionTimeMaxNs,1788937017071000000,1788937077070000000,21757951
FlushQueue.executionTimeAvgNs,1788937017071000000,1788937077070000000,998873.3333333334
AWTEventQueue.eventsDispatched,1788937017071000000,1788937077070000000,4882
FlushQueue.waitingTimeAvgNs,1788937017071000000,1788937077070000000,4910868.0
AWTEventQueue.dispatchTimeTotalNS,1788937017071000000,1788937077070000000,4727159313
AWTEventQueue.dispatchTimeAvgNs,1788937017071000000,1788937077070000000,968001.4158131913
VFS.contentStorage.recordsRead,1788937017071000000,1788937077070000000,0
VFS.cache.filesCreated,1788937017071000000,1788937077070000000,0
VFS.ContentWriter.totalTimeSpentOnAsyncOperationsUs,1788937017071000000,1788937077070000000,0
VFS.ContentWriter.totalTasksExecutedSync,1788937017071000000,1788937077070000000,0
VFS.contentStorage.recordsStoredSize,1788937017071000000,1788937077070000000,0
VFS.invertedFileNameIndex.requests,1788937017071000000,1788937077070000000,0
VFS.folderCaseSensitivityReads,1788937017071000000,1788937077070000000,0
FileNameCache.queries,1788937017071000000,1788937077070000000,0
VFS.contentStorage.recordsReadSize,1788937017071000000,1788937077070000000,0
VFS.contentStorage.recordsStoredCompressed,1788937017071000000,1788937077070000000,0
VFS.contentStorage.recordsReadDecompressed,1788937017071000000,1788937077070000000,0
VFS.fileChildByName,1788937017071000000,1788937077070000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1788937017071000000,1788937077070000000,0
FileNameCache.totalMisses,1788937017071000000,1788937077070000000,0
VFS.contentStorage.recordsDeduplicated,1788937017071000000,1788937077070000000,0
VFS.fileByIdCache.hits,1788937017071000000,1788937077070000000,0
VFS.contentStorage.recordsStored,1788937017071000000,1788937077070000000,0
VFS.contentStorage.recordsUncompressedSize,1788937017071000000,1788937077070000000,0
VFS.fileByIdCache.misses,1788937017071000000,1788937077070000000,0
VFS.cache.segments,1788937017071000000,1788937077070000000,0
VFS.cache.segmentsCreated,1788937017071000000,1788937077070000000,0
VFS.ContentWriter.totalTimeSpentOnSyncOperationsUs,1788937017071000000,1788937077070000000,0
VFS.ContentWriter.totalFlushes,1788937017071000000,1788937077070000000,0
VFS.ContentWriter.totalTasksExecutedAsync,1788937017071000000,1788937077070000000,0
VFS.rootsCount,1788937017071000000,1788937077070000000,0.0
VFS.cache.directoriesCreated,1788937017071000000,1788937077070000000,0
Indexing.writesQueuedMin,1788937017071000000,1788937077070000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1788937017071000000,1788937077070000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1788937017071000000,1788937077070000000,0
Indexing.writesQueuedMax,1788937017071000000,1788937077070000000,0
Indexing.cache.totalCacheMisses,1788937017071000000,1788937077070000000,0
Indexing.cache.totalCacheAccesses,1788937017071000000,1788937077070000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1788937017071000000,1788937077070000000,0
Indexing.cache.totalCacheEvicted,1788937017071000000,1788937077070000000,0
Indexing.totalTimeIndexersSleptMs,1788937017071000000,1788937077070000000,0
Indexing.writesQueuedAvg,1788937017071000000,1788937077070000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1788937017071000000,1788937077070000000,0
FilePageCache.WAL.flushesForcedByOverflow,1788937017071000000,1788937077070000000,0
MappedFileStorage.storages,1788937017071000000,1788937077070000000,8
StorageLockContext.competingThreads.90P,1788937017071000000,1788937077070000000,0
FilePageCache.pageFastCacheHits,1788937017071000000,1788937077070000000,179
DirectByteBufferAllocator.reclaimed,1788937017071000000,1788937077070000000,42
FilePageCache.WAL.bytesCopiedByApplyUnfinished,1788937017071000000,1788937077070000000,0
FilePageCache.totalBytesStored,1788937017071000000,1788937077070000000,960
StreamlinedBlobStorage.recordsAllocated,1788937017071000000,1788937077070000000,0
DirectByteBufferAllocator.hits,1788937017071000000,1788937077070000000,0
StorageLockContext.competingThreads.max,1788937017071000000,1788937077070000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1788937017071000000,1788937077070000000,41959424
FilePageCache.WAL.entriesFlushed,1788937017071000000,1788937077070000000,0
FilePageCache.totalPageStoresUs,1788937017071000000,1788937077070000000,10622
DirectByteBufferAllocator.misses,1788937017071000000,1788937077070000000,1
FilePageCache.WAL.entriesFlushedOnRead,1788937017071000000,1788937077070000000,0
MappedFileStorage.totalBytesMapped,1788937017071000000,1788937077070000000,232783872
FilePageCache.pageHits,1788937017071000000,1788937077070000000,0
FilePageCache.capacityInBytes,1788937017071000000,1788937077070000000,629145600
MappedFileStorage.totalPagesMapped,1788937017071000000,1788937077070000000,8
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1788937017071000000,1788937077070000000,0
FilePageCache.totalPageDisposalsUs,1788937017071000000,1788937077070000000,3
StreamlinedBlobStorage.recordsRelocated,1788937017071000000,1788937077070000000,0
FilePageCache.totalPageLoadsUs,1788937017071000000,1788937077070000000,210
FilePageCache.WAL.entriesFlushedOnForce,1788937017071000000,1788937077070000000,0
FilePageCache.pageLoads,1788937017071000000,1788937077070000000,1
FileChannelInterruptsRetryer.totalRetriedAttempts,1788937017071000000,1788937077070000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1788937017071000000,1788937077070000000,0
FilePageCache.WAL.entriesFlushedOnClose,1788937017071000000,1788937077070000000,0
FilePageCache.disposedBuffers,1788937017071000000,1788937077070000000,310
FilePageCache.uncachedFileAccess,1788937017071000000,1788937077070000000,61
FilePageCache.WAL.bytesQueued,1788937017071000000,1788937077070000000,0
StorageLockContext.competingThreads.avg,1788937017071000000,1788937077070000000,0.0
DirectByteBufferAllocator.disposed,1788937017071000000,1788937077070000000,310
FilePageCache.maxCacheSizeInBytes,1788937017071000000,1788937077070000000,322977792
MappedFileStorage.totalTimeSpentOnMappingUs,1788937017071000000,1788937077070000000,178836
StreamlinedBlobStorage.recordsDeleted,1788937017071000000,1788937077070000000,0
FilePageCache.WAL.entriesFlushedOnTruncate,1788937017071000000,1788937077070000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1788937017071000000,1788937077070000000,8192
FilePageCache.pageLoadsAboveSizeThreshold,1788937017071000000,1788937077070000000,0
FilePageCache.maxRegisteredFiles,1788937017071000000,1788937077070000000,867
cacheStateStorage.set.counter,1788937017071000000,1788937077070000000,1
cacheStateStorage.get.counter,1788937017071000000,1788937077070000000,1
cacheStateStorage.get.duration,1788937017071000000,1788937077070000000,0
cacheStateStorage.set.duration,1788937017071000000,1788937077070000000,1
jps.global.initialize.library.bridges.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1788937017071000000,1788937077070000000,0
jps.app.storage.content.reader.load.component.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1788937017071000000,1788937077070000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.instances.count,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1788937017071000000,1788937077070000000,0
workspaceModel.global.updates.ms,1788937017071000000,1788937077070000000,0
jps.load.initial.state.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1788937017071000000,1788937077070000000,0
workspaceModel.load.cache.metadata.from.file.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1788937017071000000,1788937077070000000,0
jps.global.get.library.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.entities.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1788937017071000000,1788937077070000000,0
jps.global.get.libraries.ms,1788937017071000000,1788937077070000000,0
jps.global.handle.before.change.events.ms,1788937017071000000,1788937077070000000,0
jps.global.handle.changed.events.ms,1788937017071000000,1788937077070000000,0
workspaceModel.save.cache.to.file.ms,1788937017071000000,1788937077070000000,0
jps.global.initialize.library.bridges.after.loading.ms,1788937017071000000,1788937077070000000,0
jps.library.entities.serializer.save.entities.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1788937017071000000,1788937077070000000,0
workspaceModel.load.cache.from.file.ms,1788937017071000000,1788937077070000000,0
jps.save.global.entities.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1788937017071000000,1788937077070000000,0
jps.library.entities.serializer.load.entities.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1788937017071000000,1788937077070000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1788937017071000000,1788937077070000000,0
workspaceModel.global.updates.count,1788937017071000000,1788937077070000000,0
workspaceModel.sync.entities.ms,1788937017071000000,1788937077070000000,0
workspaceModel.global.apply.state.to.project.ms,1788937017071000000,1788937077070000000,0
jps.global.get.library.by.name.ms,1788937017071000000,1788937077070000000,0
jps.app.storage.content.writer.save.component.ms,1788937017071000000,1788937077070000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1788937017071000000,1788937077070000000,0
FlushQueue.waitingTime90PNs,1788937077070000000,1788937137070000000,757759
ReadAction.executionsCount,1788937077070000000,1788937137070000000,65
FlushQueue.executionTime90PNs,1788937077070000000,1788937137070000000,2195455
FlushQueue.queueSize90P,1788937077070000000,1788937137070000000,0
FlushQueue.queueSizeMax,1788937077070000000,1788937137070000000,1
AWTEventQueue.dispatchTime90PNs,1788937077070000000,1788937137070000000,450559
FlushQueue.queueSizeAvg,1788937077070000000,1788937137070000000,0.07142857142857142
FlushQueue.waitingTimeMaxNs,1788937077070000000,1788937137070000000,1949695
WriteAction.executionsCount,1788937077070000000,1788937137070000000,0
AWTEventQueue.dispatchTimeMaxNs,1788937077070000000,1788937137070000000,339738623
FlushQueue.tasksExecuted,1788937077070000000,1788937137070000000,28
FlushQueue.executionTimeMaxNs,1788937077070000000,1788937137070000000,2375679
FlushQueue.executionTimeAvgNs,1788937077070000000,1788937137070000000,1004630.8571428572
AWTEventQueue.eventsDispatched,1788937077070000000,1788937137070000000,2054
FlushQueue.waitingTimeAvgNs,1788937077070000000,1788937137070000000,279972.5714285714
AWTEventQueue.dispatchTimeTotalNS,1788937077070000000,1788937137070000000,1288784692
AWTEventQueue.dispatchTimeAvgNs,1788937077070000000,1788937137070000000,628388.9931840311
VFS.contentStorage.recordsRead,1788937077070000000,1788937137070000000,0
VFS.cache.filesCreated,1788937077070000000,1788937137070000000,0
VFS.ContentWriter.totalTimeSpentOnAsyncOperationsUs,1788937077070000000,1788937137070000000,0
VFS.ContentWriter.totalTasksExecutedSync,1788937077070000000,1788937137070000000,0
VFS.contentStorage.recordsStoredSize,1788937077070000000,1788937137070000000,0
VFS.invertedFileNameIndex.requests,1788937077070000000,1788937137070000000,0
VFS.folderCaseSensitivityReads,1788937077070000000,1788937137070000000,0
FileNameCache.queries,1788937077070000000,1788937137070000000,0
VFS.contentStorage.recordsReadSize,1788937077070000000,1788937137070000000,0
VFS.contentStorage.recordsStoredCompressed,1788937077070000000,1788937137070000000,0
VFS.contentStorage.recordsReadDecompressed,1788937077070000000,1788937137070000000,0
VFS.fileChildByName,1788937077070000000,1788937137070000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1788937077070000000,1788937137070000000,0
FileNameCache.totalMisses,1788937077070000000,1788937137070000000,0
VFS.contentStorage.recordsDeduplicated,1788937077070000000,1788937137070000000,0
VFS.fileByIdCache.hits,1788937077070000000,1788937137070000000,0
VFS.contentStorage.recordsStored,1788937077070000000,1788937137070000000,0
VFS.contentStorage.recordsUncompressedSize,1788937077070000000,1788937137070000000,0
VFS.fileByIdCache.misses,1788937077070000000,1788937137070000000,0
VFS.cache.segments,1788937077070000000,1788937137070000000,0
VFS.cache.segmentsCreated,1788937077070000000,1788937137070000000,0
VFS.ContentWriter.totalTimeSpentOnSyncOperationsUs,1788937077070000000,1788937137070000000,0
VFS.ContentWriter.totalFlushes,1788937077070000000,1788937137070000000,0
VFS.ContentWriter.totalTasksExecutedAsync,1788937077070000000,1788937137070000000,0
VFS.rootsCount,1788937077070000000,1788937137070000000,0.0
VFS.cache.directoriesCreated,1788937077070000000,1788937137070000000,0
Indexing.writesQueuedMin,1788937077070000000,1788937137070000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1788937077070000000,1788937137070000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1788937077070000000,1788937137070000000,0
Indexing.writesQueuedMax,1788937077070000000,1788937137070000000,0
Indexing.cache.totalCacheMisses,1788937077070000000,1788937137070000000,0
Indexing.cache.totalCacheAccesses,1788937077070000000,1788937137070000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1788937077070000000,1788937137070000000,0
Indexing.cache.totalCacheEvicted,1788937077070000000,1788937137070000000,0
Indexing.totalTimeIndexersSleptMs,1788937077070000000,1788937137070000000,0
Indexing.writesQueuedAvg,1788937077070000000,1788937137070000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1788937077070000000,1788937137070000000,0
FilePageCache.WAL.flushesForcedByOverflow,1788937077070000000,1788937137070000000,0
MappedFileStorage.storages,1788937077070000000,1788937137070000000,8
StorageLockContext.competingThreads.90P,1788937077070000000,1788937137070000000,0
FilePageCache.pageFastCacheHits,1788937077070000000,1788937137070000000,180
DirectByteBufferAllocator.reclaimed,1788937077070000000,1788937137070000000,0
FilePageCache.WAL.bytesCopiedByApplyUnfinished,1788937077070000000,1788937137070000000,0
FilePageCache.totalBytesStored,1788937077070000000,1788937137070000000,960
StreamlinedBlobStorage.recordsAllocated,1788937077070000000,1788937137070000000,0
DirectByteBufferAllocator.hits,1788937077070000000,1788937137070000000,0
StorageLockContext.competingThreads.max,1788937077070000000,1788937137070000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1788937077070000000,1788937137070000000,41959424
FilePageCache.WAL.entriesFlushed,1788937077070000000,1788937137070000000,0
FilePageCache.totalPageStoresUs,1788937077070000000,1788937137070000000,9568
DirectByteBufferAllocator.misses,1788937077070000000,1788937137070000000,0
FilePageCache.WAL.entriesFlushedOnRead,1788937077070000000,1788937137070000000,0
MappedFileStorage.totalBytesMapped,1788937077070000000,1788937137070000000,232783872
FilePageCache.pageHits,1788937077070000000,1788937137070000000,0
FilePageCache.capacityInBytes,1788937077070000000,1788937137070000000,629145600
MappedFileStorage.totalPagesMapped,1788937077070000000,1788937137070000000,8
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1788937077070000000,1788937137070000000,0
FilePageCache.totalPageDisposalsUs,1788937077070000000,1788937137070000000,0
StreamlinedBlobStorage.recordsRelocated,1788937077070000000,1788937137070000000,0
FilePageCache.totalPageLoadsUs,1788937077070000000,1788937137070000000,0
